Zeekr 001,"2023г.,автоматлифтбек,электрорульслева",https://im.mashina.kg/tachka/images//2/9/0/290e258ed55006477204ea0022bab23e_240x180.jpg,5181970сом,$59000
Toyota Camry,"2016г.,2.5л.,автоматседан,бензинрульслева,150000км",https://im.mashina.kg/tachka/images//3/1/e/31e59b40a130cb32c671cd59c6456e9b_240x180.jpg,1545808сом,$17600
Voyah Free,"2023г.,автоматвнедорожник5дв.,электрорульслева",https://im.mashina.kg/tachka/images//8/f/8/8f85081608472054ccf32e00b6656702_240x180.jpg,3996265сом,$45500
Volkswagen ID.4,"2023г.,автоматвнедорожник5дв.,электрорульслева",https://im.mashina.kg/tachka/images//c/c/2/cc2b7e4a84123031c0ac4fc420a047a2_240x180.jpg,3601030сом,$41000
Mitsubishi Airtrek,"2022г.,автоматвнедорожник5дв.,электрорульслева",https://im.mashina.kg/tachka/images//5/e/3/5e38412913cffc35b176954b09f60728_240x180.jpg,2986220сом,$34000
Toyota Camry,"2017г.,2.5л.,автоматседан,бензинрульслева,125000км",https://im.mashina.kg/tachka/images//a/3/b/a3b2a2f51ab72773ba304f811bccf2bf_240x180.jpg,1668770сом,$19000
Geely Monjaro,"2023г.,2л.,автоматвнедорожник5дв.,бензинрульслева",https://im.mashina.kg/tachka/images//7/0/6/706b76839cecaf3968600da40bbf3eab_240x180.jpg,2459240сом,$28000
Toyota Camry (Japan),"2004г.,2.4л.,автоматседан,бензинрульсправа,165600км",https://im.mashina.kg/tachka/images//f/a/f/faf9890d493438c953c57d8e34abac0c_240x180.jpg,1163748сом,$13250
Lexus GS,"2002г.,3л.,автоматседан,бензинрульсправа,260000км",https://im.mashina.kg/tachka/images//5/9/c/59c0588617222cbc7798a6cc45ff9686_240x180.jpg,922215сом,$10500
Geely Monjaro,"2023г.,2л.,автоматвнедорожник5дв.,бензинрульслева",https://im.mashina.kg/tachka/images//1/e/6/1e6ed1349565c541c956096b4181eb0c_240x180.jpg,2459240сом,$28000
Chevrolet Lacetti,"2006г.,1.6л.,механикаседан,бензинрульслева,229774км",https://im.mashina.kg/tachka/images//b/7/1/b7188e1d1ffe69948a8fc8c610572c5e_240x180.jpg,351320сом,$4000
Subaru Crosstrek,"2017г.,2л.,вариаторвнедорожник5дв.,бензинрульслева,22222км",https://im.mashina.kg/tachka/images//a/5/c/a5ce6a33255d0f987416179f4db99970_240x180.jpg,1229620сом,$14000
Honda Accord,"2003г.,2.4л.,автоматуниверсал,бензинрульсправа,288000км",https://im.mashina.kg/tachka/images//d/c/6/dc6d04b1ce071bde4ca351bfa6976893_240x180.jpg,530000сом,$6034
BMW X5,"2017г.,3л.,автоматвнедорожник5дв.,бензинрульслева,116000км",https://im.mashina.kg/tachka/images//2/8/d/28dce4b83d510634f96c084bf6021bdc_240x180.jpg,3425370сом,$39000
Honda CR-V,"2009г.,2.4л.,автоматвнедорожник5дв.,бензинрульслева,180000км",https://im.mashina.kg/tachka/images//a/1/d/a1d51162854d153d51f4c46d1eac013b_240x180.jpg,1335016сом,$15200
Geely Monjaro,"2023г.,2л.,автоматвнедорожник5дв.,бензинрульслева",https://im.mashina.kg/tachka/images//1/e/6/1e6ed1349565c541c956096b4181eb0c_240x180.jpg,2459240сом,$28000
Chevrolet Lacetti,"2006г.,1.6л.,механикаседан,бензинрульслева,229774км",https://im.mashina.kg/tachka/images//b/7/1/b7188e1d1ffe69948a8fc8c610572c5e_240x180.jpg,351320сом,$4000
Subaru Crosstrek,"2017г.,2л.,вариаторвнедорожник5дв.,бензинрульслева,22222км",https://im.mashina.kg/tachka/images//a/5/c/a5ce6a33255d0f987416179f4db99970_240x180.jpg,1229620сом,$14000
Honda Accord,"2003г.,2.4л.,автоматуниверсал,бензинрульсправа,288000км",https://im.mashina.kg/tachka/images//d/c/6/dc6d04b1ce071bde4ca351bfa6976893_240x180.jpg,530000сом,$6034
BMW X5,"2017г.,3л.,автоматвнедорожник5дв.,бензинрульслева,116000км",https://im.mashina.kg/tachka/images//2/8/d/28dce4b83d510634f96c084bf6021bdc_240x180.jpg,3425370сом,$39000
Honda CR-V,"2009г.,2.4л.,автоматвнедорожник5дв.,бензинрульслева,180000км",https://im.mashina.kg/tachka/images//a/1/d/a1d51162854d153d51f4c46d1eac013b_240x180.jpg,1335016сом,$15200
Kia K7,"2020г.,3л.,автоматседан,бензинрульслева,195000км",https://im.mashina.kg/tachka/images//8/e/5/8e5016eb6b868adce8da765c20586e6d_240x180.jpg,2634900сом,$30000
Lexus ES,"2008г.,3.5л.,автоматседан,бензинрульслева,133800км",https://im.mashina.kg/tachka/images//4/f/b/4fbca8277882d694a24f3754416b835f_240x180.jpg,1168139сом,$13300
Lexus ES,"2009г.,3.5л.,автоматседан,бензинрульслева,133333км",https://im.mashina.kg/tachka/images//0/4/4/044ab6be86155c0e18ade77f0a5d7e1d_240x180.jpg,930998сом,$10600
Toyota Corolla,"2006г.,1.6л.,механикаседан,бензинрульслева,584700км",https://im.mashina.kg/tachka/images//2/d/d/2dd5ba6834a87037546a8f77d248dbb3_240x180.jpg,480000сом,$5465
Toyota Camry (Japan),"2018г.,2.5л.,автоматседан,бензинрульслева,97100км",https://im.mashina.kg/tachka/images//c/3/5/c35cb9f31b3c22ea11b69bcf00b55545_240x180.jpg,2608551сом,$29700
Lexus LX,"2015г.,5.7л.,автоматвнедорожник5дв.,бензинрульслева,114000км",https://im.mashina.kg/tachka/images//b/6/2/b62d6c786ec7ef2323bd698091ff43df_240x180.jpg,6060270сом,$69000
Lexus ES,"2021г.,2.5л.,вариаторседан,гибридрульслева,50000км",https://im.mashina.kg/tachka/images//9/5/c/95cddf8591adf87050e15130c4a36cd7_240x180.jpg,3601030сом,$41000
Toyota 4Runner,"2003г.,4л.,автоматвнедорожник5дв.,бензинрульслева,434522км",https://im.mashina.kg/tachka/images//8/4/6/84638d99a7b0b0b5db044c5318ac1618_240x180.jpg,1563374сом,$17800
Honda Jazz,"2005г.,1.3л.,вариаторхэтчбек5дв.,бензинрульслева,265000км",https://im.mashina.kg/tachka/images//b/e/8/be86df317fc50f511bf4604da675d78a_240x180.jpg,658725сом,$7500
Honda CR-V,"2003г.,2л.,автоматвнедорожник5дв.,бензинрульслева,298000км",https://im.mashina.kg/tachka/images//4/1/a/41a3c0b078e2c38b0b80db79f7befbff_240x180.jpg,799253сом,$9100
Lexus GX,"2008г.,4.7л.,автоматвнедорожник5дв.,бензинрульслева,196000км",https://im.mashina.kg/tachka/images//5/9/4/594826f999c022e693c7d7a8aa24dda9_240x180.jpg,2766645сом,$31500
Toyota Camry,"2005г.,2.4л.,автоматседан,бензинрульслева,211035км",https://im.mashina.kg/tachka/images//6/5/e/65ee795bf3e059fad7df356c709b852c_240x180.jpg,922215сом,$10500
Nissan March,"2000г.,1л.,вариаторхэтчбек5дв.,бензинрульсправа,190000км",https://im.mashina.kg/tachka/images//f/7/4/f744e18212156bc28fd4eeda35f54523_240x180.jpg,263490сом,$3000
Kia Sorento,"2018г.,2л.,автоматвнедорожник5дв.,дизельрульслева,72000км",https://im.mashina.kg/tachka/images//5/e/d/5ed71f19685dce6dbd7f6dd3628a20fe_240x180.jpg,2713947сом,$30900
Hyundai Palisade,"2020г.,2.2л.,автоматвнедорожник5дв.,дизельрульслева,29000км",https://im.mashina.kg/tachka/images//6/2/a/62aa1d8fbe25679b950d06e24e4c183e_240x180.jpg,4479330сом,$51000
Mercedes-Benz E-класс,"2001г.,4.3л.,автоматседан,бензинрульслева,270000км",https://im.mashina.kg/tachka/images//2/a/6/2a6242b750ed4d8d33b85a48a3de8b5f_240x180.jpg,720206сом,$8200
Hyundai Palisade,"2020г.,2.2л.,автоматвнедорожник5дв.,дизельрульслева,41000км",https://im.mashina.kg/tachka/images//4/5/2/452481c77069afbe55165fcebc98f2db_240x180.jpg,4347585сом,$49500
BMW 5 серии,"2001г.,3л.,автоматседан,бензинрульслева,200000км",https://im.mashina.kg/tachka/images//f/b/4/fb4c113ecbfc3c6556b468348fb2ae8c_240x180.jpg,730000сом,$8312
BMW 5 серии,"2004г.,2.5л.,автоматседан,бензинрульслева,73000км",https://im.mashina.kg/tachka/images//2/2/e/22e529bf957fe46a555d0ca70c66fec3_240x180.jpg,1220837сом,$13900
Chevrolet Malibu,"2017г.,2л.,автоматседан,бензинрульслева,127000км",https://im.mashina.kg/tachka/images//e/2/d/e2d3fc2fc4c5b68a0eed98cbfdd9112d_240x180.jpg,1449195сом,$16500
ВАЗ (Lada) 2105,"2004г.,1.3л.,механикаседан,бензинрульслева,95000км",https://im.mashina.kg/tachka/images//5/b/8/5b83ca62021db01a63b4a8f60c3be357_240x180.jpg,75000сом,$854
Honda CR-V,"2020г.,1.5л.,вариаторвнедорожник5дв.,бензинрульслева,60000км",https://im.mashina.kg/tachka/images//a/e/7/ae782204c2097a78ab98993e9344acd8_240x180.jpg,3469285сом,$39500
Ford Fiesta,"2001г.,1.3л.,механикахэтчбек5дв.,бензинрульслева,210000км",https://im.mashina.kg/tachka/images//0/6/1/06162031b7fe389bf9f3737bf3b12c8c_240x180.jpg,324971сом,$3700
Hyundai Palisade,"2020г.,2.2л.,автоматвнедорожник5дв.,дизельрульслева,29000км",https://im.mashina.kg/tachka/images//b/5/4/b54ebde3f95954bf43d93397567636d4_240x180.jpg,4391500сом,$50000
Toyota Alphard,"2004г.,3л.,автоматминивэн,бензинрульсправа,235000км",https://im.mashina.kg/tachka/images//7/9/8/79860191ac67aba342fe348244589297_240x180.jpg,1255969сом,$14300
Subaru Forester,"2017г.,2.5л.,вариаторвнедорожник5дв.,бензинрульслева,134000км",https://im.mashina.kg/tachka/images//2/f/1/2f143b279da905d6c7c9bdc6c54e798e_240x180.jpg,1449195сом,$16500
Mercedes-Benz W123,"1984г.,2.3л.,механикаседан,бензинрульслева,415000км",https://im.mashina.kg/tachka/images//0/e/3/0e35c82d88347e73cda67c8bbde3be3f_240x180.jpg,140000сом,$1594
Hyundai Santa Fe,"2018г.,2л.,автоматвнедорожник5дв.,бензинрульслева,48000км",https://im.mashina.kg/tachka/images//f/b/a/fbaaf58a4218aae326cf1e6bc96d6421_240x180.jpg,2977437сом,$33900
Hyundai Santa Fe,"2017г.,2л.,автоматвнедорожник5дв.,дизельрульслева,68000км",https://im.mashina.kg/tachka/images//b/0/f/b0f62c87517f383cb1cba4a42ef0c8d3_240x180.jpg,2327495сом,$26500
BMW 3 серии,"1986г.,2.5л.,механикаседан,бензинрульслева,325083км",https://im.mashina.kg/tachka/images//9/e/d/9ed0714caa650decc1717bec246d654f_240x180.jpg,110000сом,$1252
Toyota Corolla,"1990г.,1.8л.,механикахэтчбек5дв.,дизельрульслева,299000км",https://im.mashina.kg/tachka/images//4/a/5/4a53f8c678ec093b2405bdfbf99f0904_240x180.jpg,110000сом,$1252
Toyota Mark X ZiO,"2007г.,2.4л.,вариаторкомпактвэн,бензинрульсправа,111111км",https://im.mashina.kg/tachka/images//6/f/e/6fe5ef438e54a154593822c20bf2ad17_240x180.jpg,650000сом,$7401
Hyundai Sonata,"2016г.,2л.,автоматседан,газрульслева,333299км",https://im.mashina.kg/tachka/images//b/7/7/b779eaadb6ece0b0f0fcb19b0e0ef39e_240x180.jpg,1150573сом,$13100
Kia Sorento,"2017г.,2.2л.,автоматвнедорожник5дв.,дизельрульслева,157000км",https://im.mashina.kg/tachka/images//c/6/d/c6d5dc7f9919e986e55e4e237bee7a75_240x180.jpg,2020090сом,$23000
Volkswagen Caddy,"2004г.,1.9л.,механикакомпактвэн,дизельрульслева,250520км",https://im.mashina.kg/tachka/images//8/2/e/82e38ce8016351358bb9f01e2edd08f5_240x180.jpg,260000сом,$2960
BMW 5 серии,"2003г.,3л.,автоматседан,бензинрульслева,111111км",https://im.mashina.kg/tachka/images//a/6/9/a69f715f9e3f8355a23e750302c157c1_240x180.jpg,658725сом,$7500
Toyota Camry,"2013г.,2.5л.,автоматседан,бензинрульслева,200000км",https://im.mashina.kg/tachka/images//d/9/9/d99243d4cb8c21fe2e2dd8bccc1a66b6_240x180.jpg,1212054сом,$13800
Mercedes-Benz W123,"1980г.,2.4л.,механикаседан,дизельрульслева,250250км",https://im.mashina.kg/tachka/images//2/3/b/23b1a026275dddbfe74b71a410af4774_240x180.jpg,100000сом,$1139
Honda Inspire,"1999г.,2.5л.,автоматседан,бензинрульсправа,300000км",https://im.mashina.kg/tachka/images//a/9/a/a9a1e4d31d5f29d401a3d8d63ac769a2_240x180.jpg,500631сом,$5700
Volkswagen Passat,"2003г.,1.8л.,автоматуниверсал,бензинрульслева,240000км",https://im.mashina.kg/tachka/images//3/8/6/386c74224894eafa137bcac31c84769b_240x180.jpg,560000сом,$6376
Mercedes-Benz W123,"1982г.,2л.,механикаседан,бензинрульслева,250250км",https://im.mashina.kg/tachka/images//8/1/d/81d751ea91b05c35641ed5318784c92c_240x180.jpg,80000сом,$911
Toyota Prius c,"2018г.,1.5л.,автоматхэтчбек5дв.,гибридрульслева,47000км",https://im.mashina.kg/tachka/images//4/3/9/4397c8b87ae083c028b1cd4f3dd83b04_240x180.jpg,1317450сом,$15000
Toyota Corolla Verso,"2004г.,1.8л.,механикакомпактвэн,бензинрульслева,200000км",https://im.mashina.kg/tachka/images//7/a/6/7a617ed55ca605e89ba67f3a54b0bf23_240x180.jpg,808036сом,$9200
BMW 5 серии,"2018г.,2л.,автоматседан,дизельрульслева,60000км",https://im.mashina.kg/tachka/images//6/b/6/6b6b7f8314041ef517520790804868a2_240x180.jpg,3425370сом,$39000
Mercedes-Benz S-класс,"1999г.,3.2л.,автоматседан,бензинрульслева,360000км",https://im.mashina.kg/tachka/images//9/d/0/9d095892ca2db1c2a60d0337b3b19323_240x180.jpg,570895сом,$6500
Nissan Altima,"2006г.,2.5л.,автоматседан,бензинрульслева,220000км",https://im.mashina.kg/tachka/images//2/c/c/2cc332ed44ecafe08d60f505dc6dc373_240x180.jpg,606027сом,$6900
